大黄、炒牵牛子、槟榔、人参、朱砂	消食导滞，祛痰通便
百部	润肺下气止咳，杀虫灭虱
皂矾（绿矾）	解毒燥湿，杀虫补血
皂角刺	消肿托毒，排脓，杀虫
益智	暖肾固精缩尿，温脾止泻摄唾
益母草	活血调经，利尿消肿，清热解毒
瞿麦	利尿通淋，活血通经
知母	清热泻火，滋阴润燥
矮地茶	化痰止咳，清利湿热，活血化瘀
石决明	平肝潜阳，清肝明目
石吊兰	化痰止咳，软坚散结
石斛	益胃生津，滋阴清热
石榴皮	涩肠止泻，止血，驱虫
石膏	清热泻火，除烦止渴
石菖蒲	开窍豁痰，醒神益智，化湿开胃
石韦	利尿通淋，清肺止咳，凉血止血
砂仁	化湿开胃，温脾止泻，理气安胎
硫黄	外用解毒杀虫疗疮；内服补火助阳通便
磁石	镇惊安神，平肝潜阳，聪耳明目，纳气平喘
禹余粮	涩肠止泻，收敛止血
禹州漏芦	清热解毒，消痈，下乳，舒筋通脉
秦皮	清热燥湿，收涩止痢，止带，明目
秦艽	祛风湿，清湿热，止痹痛，退虚热
积雪草	清热利湿，解毒消肿
稻芽	消食和中，健脾开胃
穿山龙	祛风除湿，舒筋通络，活血止痛，止咳平喘
穿心莲	清热解毒，凉血，消肿
竹节参	散瘀止血，消肿止痛，祛痰止咳，补虚强壮
竹茹	清热化痰，除烦，止呕
筋骨草	清热解毒，凉血消肿
粉萆薢	利湿去浊，祛风除痹
粉葛	解肌退热，生津止渴，透疹，升阳止泻，通经活络，解酒毒
紫珠叶	凉血收敛止血，散瘀解毒消肿
紫石英	温肾暖宫，镇心安神，温肺平喘
紫花前胡	降气化痰，散风清热
紫花地丁	清热解毒，凉血消肿
紫苏叶	解表散寒，行气和胃
紫苏子	降气化痰，止咳平喘，润肠通便
紫苏梗	理气宽中，止痛，安胎
紫草	清热凉血，活血解毒，透疹消斑
紫菀	润肺下气，消痰止咳
紫萁贯众	清热解毒，止血，杀虫
红参	大补元气，复脉固脱，益气摄血
红大戟	泻水逐饮，消肿散结
红景天	益气活血，通脉平喘
红粉	拔毒，除脓，去腐，生肌
红芪	补气升阳，固表止汗，利水消肿，生津养血，行滞通痹，托毒排脓，敛疮生肌
红花	活血通经，散瘀止痛
红花龙胆	清热除湿，解毒，止咳
红豆蔻	散寒燥湿，醒脾消食
细辛	解表散寒，祛风止痛，通窍，温肺化饮
络石藤	祛风通络，凉血消肿
续断	补肝肾，强筋骨，续折伤，止崩漏
绵萆薢	利湿去浊，祛风除痹
绵马贯众	清热解毒，驱虫
绵马贯众炭	收涩止血
罂粟壳	敛肺，涩肠，止痛
罗布麻叶	平肝安神，清热利水
罗汉果	清热润肺，利咽开音，滑肠通便
羌活	解表散寒，祛风除湿，止痛
羚羊角	平肝息风，清肝明目，散血解毒
翻白草	清热解毒，止痢，止血
翼首草	解毒除瘟，清热止痢，祛风通痹
老鹳草	祛风湿，通经络，止泻痢
肉桂	补火助阳，引火归元，散寒止痛，温通经脉
肉苁蓉	补肾阳，益精血，润肠通便
肉豆蔻	温中行气，涩肠止泻
肿节风	清热凉血，活血消斑，祛风通络
胆南星	清热化痰，息风定惊
胖大海	清热润肺，利咽开音，润肠通便
胡椒	温中散寒，下气，消痰
胡芦巴	温肾助阳，祛寒止痛
胡黄连	退虚热，除疳热，清湿热
自然铜	散瘀止痛，续筋接骨
臭灵丹草	清热解毒，止咳祛痰
艾叶	温经止血，散寒止痛；外用祛湿止痒
艾片（左旋龙脑）	开窍醒神，清热止痛
芒硝	泻下通便，润燥软坚，清火消肿
芡实	益肾固精，补脾止泻，除湿止带
芥子	温肺豁痰利气，散结通络止痛
芦根	清热泻火，生津止渴，除烦，止呕，利尿
芦荟	泻下通便，清肝泻火，杀虫疗疳
芫花	泻水逐饮；外用杀虫疗疮
花椒	温中止痛，杀虫止痒
花蕊石	化瘀止血
苍术	燥湿健脾，祛风散寒，明目
苍耳子	散风寒，通鼻窍，祛风湿
苏合香	开窍，辟秽，止痛
苏木	活血祛瘀，消肿止痛
苘麻子	清热解毒，利湿，退翳
苦参	清热燥湿，杀虫，利尿
苦地丁	清热解毒，散结消肿
苦木	清热解毒，祛湿
苦杏仁	降气止咳平喘，润肠通便
苦楝皮	杀虫，疗癣
苦玄参	清热解毒，消肿止痛
茜草	凉血，祛瘀，止血，通经
茯苓	利水渗湿，健脾，宁心
茯苓皮	利水消肿
茵陈	清利湿热，利胆退黄
茺蔚子	活血调经，清肝明目
荆芥	解表散风，透疹，消疮
荆芥炭	收敛止血
荆芥穗	解表散风，透疹，消疮
荆芥穗炭	收涩止血
草乌	祛风除湿，温经止痛
草乌叶	清热，解毒，止痛
草果	燥湿温中，截疟除痰
草豆蔻	燥湿行气，温中止呕
荔枝核	行气散结，祛寒止痛
荜澄茄	温中散寒，行气止痛
荜茇	温中散寒，下气止痛
荷叶	清暑化湿，升发清阳，凉血止血
莪术	行气破血，消积止痛
莱菔子	消食除胀，降气化痰
莲子	补脾止泻，止带，益肾涩精，养心安神
莲子心	清心安神，交通心肾，涩精止血
莲房	化瘀止血
莲须	固肾涩精
菊花	散风清热，平肝明目，清热解毒
菊苣	清肝利胆，健胃消食，利尿消肿
菝葜	利湿去浊，祛风除痹，解毒散瘀
菟丝子	补益肝肾，固精缩尿，安胎，明目，止泻；外用消风祛斑
菥蓂	清肝明目，和中利湿，解毒消肿
萹蓄	利尿通淋，杀虫，止痒
葛根	解肌退热，生津止渴，透疹，升阳止泻，通经活络，解酒毒
葶苈子	泻肺平喘，行水消肿
蒲公英	清热解毒，消肿散结，利尿通淋
蒲黄	止血，化瘀，通淋
蒺藜	平肝解郁，活血祛风，明目，止痒
蓍草	解毒利湿，活血止痛
蓖麻子	泻下通滞，消肿拔毒
蓝布正	益气健脾，补血养阴，润肺化痰
蓼大青叶	清热解毒，凉血消斑
蔓荆子	疏散风热，清利头目
蕤仁	疏风散热，养肝明目
蕲蛇	祛风，通络，止痉
薄荷	疏散风热，清利头目，利咽，透疹，疏肝行气
薏苡仁	利水渗湿，健脾止泻，除痹，排脓，解毒散结
薤白	通阳散结，行气导滞
藁本	祛风，散寒，除湿，止痛
藏菖蒲	温胃，消炎止痛
藕节	收敛止血，化瘀
虎杖	利湿退黄，清热解毒，散瘀止痛，止咳化痰
蛇床子	燥湿祛风，杀虫止痒，温肾壮阳
蛇蜕	祛风，定惊，退翳，解毒
蛤壳	清热化痰，软坚散结，制酸止痛；外用收湿敛疮
蛤蚧	补肺益肾，纳气定喘，助阳益精
蜂房	攻毒杀虫，祛风止痛
蜂胶	补虚弱，化浊脂，止消渴；外用解毒消肿，收敛生肌
蜂蜜	补中，润燥，止痛，解毒；外用生肌敛疮
蜂蜡	解毒，敛疮，生肌，止痛
蜈蚣	息风镇痉，通络止痛，攻毒散结
蜘蛛香	理气止痛，消食止泻，祛风除湿，镇惊安神
蝉蜕	疏散风热，利咽，透疹，明目退翳，解痉
蟾酥	解毒，止痛，开窍醒神
血余炭	收敛止血，化瘀，利尿
血竭	活血定痛，化瘀止血，生肌敛疮
补骨脂	温肾助阳，纳气平喘，温脾止泻；外用消风祛斑
裸花紫珠	消炎，解肿毒，化湿浊，止血
西河柳	发表透疹，祛风除湿
西洋参	补气养阴，清热生津
西瓜霜	清热泻火，消肿止痛
西红花	活血化瘀，凉血解毒，解郁安神
西青果	清热生津，解毒
覆盆子	益肾固精缩尿，养肝明目
诃子	涩肠止泻，敛肺止咳，降火利咽
谷精草	疏散风热，明目退翳
谷芽	消食和中，健脾开胃
豆蔻	化湿行气，温中止呕，开胃消食
豨莶草	祛风湿，利关节，解毒
贯叶金丝桃	疏肝解郁，清热利湿，消肿通乳
赤小豆	利水消肿，解毒排脓
赤石脂	涩肠，止血，生肌敛疮
赤芍	清热凉血，散瘀止痛
赭石	平肝潜阳，重镇降逆，凉血止血
路路通	祛风活络，利水，通经
车前子	清热利尿通淋，渗湿止泻，明目，祛痰
车前草	清热利尿通淋，祛痰，凉血，解毒
轻粉	外用杀虫，攻毒，敛疮；内服祛痰消积，逐水通便
辛夷	散风寒，通鼻窍
辣椒	温中散寒，开胃消食
远志	安神益智，交通心肾，祛痰，消肿
连翘	清热解毒，消肿散结，疏散风热
连钱草	利湿通淋，清热解毒，散瘀消肿
通关藤	止咳平喘，祛痰，通乳，清热解毒
通草	清热利尿，通气下乳
郁李仁	润肠通便，下气利水
郁金	活血止痛，行气解郁，清心凉血，利胆退黄
酸枣仁	养心补肝，宁心安神，敛汗，生津
重楼	清热解毒，消肿止痛，凉肝定惊
野木瓜	祛风止痛，舒筋活络
野菊花	清热解毒，泻火平肝
野马追	化痰止咳平喘
金果榄	清热解毒，利咽，止痛
金樱子	固精缩尿，固崩止带，涩肠止泻
金沸草	降气，消痰，行水
金礞石	坠痰下气，平肝镇惊
金荞麦	清热解毒，排脓祛瘀
金钱白花蛇	祛风，通络，止痉
金钱草	利湿退黄，利尿通淋，解毒消肿
金铁锁	祛风除湿，散瘀止痛，解毒消肿
金银花	清热解毒，疏散风热
金龙胆草	清热化痰，止咳平喘，解毒利湿，凉血止血
钟乳石	温肺，助阳，平喘，制酸，通乳
钩藤	息风定惊，清热平肝
铁皮石斛	益胃生津，滋阴清热
银杏叶	活血化瘀，通络止痛，敛肺平喘，化浊降脂
银柴胡	清虚热，除疳热
锁阳	补肾阳，益精血，润肠通便
锦灯笼	清热解毒，利咽化痰，利尿通淋
闹羊花	祛风除湿，散瘀定痛
防己	祛风止痛，利水消肿
防风	祛风解表，胜湿止痛，止痉
阿胶	补血滋阴，润燥，止血
阿魏	消积，化癥，散痞，杀虫
附子	回阳救逆，补火助阳，散寒止痛
陈皮	理气健脾，燥湿化痰
降香	化瘀止血，理气止痛
雄黄	解毒杀虫，燥湿祛痰，截疟
雷丸	杀虫消积
青叶胆	清肝利胆，清热利湿
青果	清热解毒，利咽，生津
青皮	疏肝破气，消积化滞
青礞石	坠痰下气，平肝镇惊
青葙子	清肝泻火，明目退翳
青蒿	清虚热，除骨蒸，解暑热，截疟，退黄
青风藤	祛风湿，通经络，利小便
青黛	清热解毒，凉血消斑，泻火定惊
韭菜子	温补肝肾，壮阳固精
预知子	疏肝理气，活血止痛，散结，利尿
颠茄草	解痉，镇痛
飞扬草	清热解毒，利湿止痒，通乳
首乌藤	养血安神，祛风通络
香加皮	利水消肿，祛风湿，强筋骨
香橼	疏肝理气，宽中，化痰
香薷	发汗解表，化湿和中
香附	疏肝解郁，理气宽中，调经止痛
马勃	清肺利咽，止血
马钱子	通络止痛，散结消肿
马钱子粉	通络止痛，散结消肿
马鞭草	活血散瘀，解毒，利水，退黄，截疟
马齿苋	清热解毒，凉血止血，止痢
骨碎补	疗伤止痛，补肾强骨；外用消风祛斑
高山辣根菜	清热解毒，清肺止咳，止血，消肿
高良姜	温胃止呕，散寒止痛
鱼腥草	清热解毒，消痈排脓，利尿通淋
鳖甲	滋阴潜阳，退热除蒸，软坚散结
鸡内金	健胃消食，涩精止遗，通淋化石
鸡冠花	收敛止血，止带，止痢
鸡血藤	活血补血，调经止痛，舒筋活络
鸡骨草	利湿退黄，清热解毒，疏肝止痛
鸦胆子	清热解毒，截疟，止痢；外用腐蚀赘疣
鸭跖草	清热泻火，解毒，利水消肿
鹅不食草	发散风寒，通鼻窍，止咳
鹤虱	杀虫消积
鹿茸	壮肾阳，益精血，强筋骨，调冲任，托疮毒
鹿衔草	祛风湿，强筋骨，止血，止咳
鹿角	温肾阳，强筋骨，行血消肿
鹿角胶	温补肝肾，益精养血
鹿角霜	温肾助阳，收敛止血
麝香	开窍醒神，活血通经，消肿止痛
麦冬	养阴生津，润肺清心
麦芽	行气消食，健脾开胃，回乳消胀
麻黄	发汗散寒，宣肺平喘，利水消肿
麻黄根	固表止汗
黄山药	理气止痛，解毒消肿
黄柏	清热燥湿，泻火除蒸，解毒疗疮
黄精	补气养阴，健脾，润肺，益肾
黄芩	清热燥湿，泻火解毒，止血，安胎
黄芪	补气升阳，固表止汗，利水消肿，生津养血，行滞通痹，托毒排脓，敛疮生肌
黄藤	清热解毒，泻火通便
黄蜀葵花	清利湿热，消肿解毒
黄连	清热燥湿，泻火解毒
黑种草子	补肾健脑，通经，通乳，利尿
黑芝麻	补肝肾，益精血，润肠燥
黑豆	益精明目，养血祛风，利水，解毒
龙眼肉	补益心脾，养血安神
龙胆	清热燥湿，泻肝胆火
龙脷叶	润肺止咳，通便
龟甲	滋阴潜阳，益肾强骨，养血补心，固经止崩
龟甲胶	滋阴，养血，止血
石膏、栀子	清心泻火
石膏、连翘	清心泻火
竹叶、石膏	清心泻火
栀子、知母	清心泻火
黄连、黄芩	清心解毒
黄连、栀子	清心解毒
连翘、木通	清心解毒
连翘、大黄	清心解毒
大黄、黄芩	清心解毒
大黄、黄连	清心解毒
连翘、牛蒡子	清心解毒
连翘、玄参	清心解毒
犀角、生地	清心凉血
犀角、玄参	清心凉血
赤芍、牡丹皮	清心凉血
栀子、木通	清心利尿
滑石、栀子	清心利尿
滑石、车前子	清心利尿
木通、竹叶	清心利尿
木通、生地	清心利尿
车前子、栀子	清心止血
车前子、蒲黄	清心止血
生地、犀角	清心止血
黄连、朱砂	清心镇惊
香薷、柴胡	清心祛暑
香薷、黄连	清心祛暑
滑石、甘草	清心祛暑
黄连、胆南星	清心洗痰
黄连、竹茹	清心洗痰
黄连、天竺黄	清心洗痰
黄连、桂心	交通心肾
附子、肉桂	温心壮阳
附子、干姜	温心通脉
附子、玄胡索	温心止痛
桂枝、白芍	和阳益阴
细辛、牙皂	温通开窍
人参、附子	益气回阳
黄芪、附子	益气回阳
黄芪、当归	补气养血
党参、黄芪	补气养血
党参、当归	补气养血
黄芪、地榆	益气止血
炙甘草、桂枝	益气复脉
黄芪、麻黄根	益气止汗
黄芪、浮小麦	益气止汗
人参、麦冬	益气敛阴
人参、五味子	益气敛阴
熟地、当归	和营补血
白芍、熟地	和营补血
干地黄、阿胶	滋阴养血
麦冬、生地	滋阴养血
生地、酸枣仁	滋阴安神
生地、麦冬	滋阴安神
五味子、苻神	滋阴安神
五味子、远志	滋阴安神
生地、熟地	滋阴降火
生地、黄连	滋阴降火
石膏、知母	清肺泻火
黄芩、栀子	清肺泻火
石膏、麻黄	清肺止咳
石膏、杏仁	清肺止咳
石膏、杏仁	清肺止咳
银花、款冬花	清肺止咳
银花、桔梗	清肺止咳
前胡、紫苑	清肺止咳
黄连、贝母	清肺祛痰
黄连、白矾	清肺祛痰
知母、贝母	清肺祛痰
板蓝根、马勃	清肺解毒
板蓝根、玄参	清肺解毒
银花、连翘	清肺解毒
银花、大黄如消黄清凉散	清肺解毒
黄连、黄芩	清肺解毒
黄连、栀子	清肺解毒
银花、连翘	清肺解表
银花、荆芥	清肺解表
桑叶、杏仁	清肺解表
牛蒡子、桔梗	清肺利咽
牛蒡子、甘草	清肺利咽
知母、侧柏叶	清肺止血
知母、栀子	清肺止血
黄连、白芨	清肺止血
黄连、阿胶	清肺止血
玄参、紫参	清肺止痒
玄参、苦参	清肺止痒
苇茎、苡仁	清肺排脓
苇茎、桃仁	清肺排脓
葶苈子、大枣	泻肺行水
细辛、麻黄	温肺发表
